Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
19-FEB-2025,23223.55,23471.5,23181.3,23368.55,521407153,30857.09
18-FEB-2025,23354.8,23392.6,23174.9,23331.4,500317323,30759.88
17-FEB-2025,23202,23361.9,23067.7,23343.15,522258015,29972.92
14-FEB-2025,23572.95,23605.55,23165.9,23325.15,566529193,32781.68
13-FEB-2025,23527.2,23729.9,23470.45,23504.85,534517700,35502.12
12-FEB-2025,23510.8,23612.3,23188.85,23508.35,743399681,41637.29
11-FEB-2025,23897.55,23906.4,23442.5,23530.8,625997664,39136.01
10-FEB-2025,24113.25,24140.15,23826.3,23897,476152366,30623.67
07-FEB-2025,24207.8,24262.7,24002.55,24125.5,648369484,40740.46
06-FEB-2025,24356.2,24367.35,24108.95,24161,558010983,40491.96
05-FEB-2025,24348.45,24382.5,24251,24271.35,611326146,38380.23
04-FEB-2025,24066.55,24304.5,23975.35,24279.65,748941906,50304.59
03-FEB-2025,23888.3,23917.9,23755.2,23896.15,802808254,50150.71
01-FEB-2025,24092.1,24192.65,23868.55,24056.65,743760458,42627.02
31-JAN-2025,23819.75,24096.65,23788.5,24053.45,801676875,44235.07
30-JAN-2025,23714.3,23852.7,23660.9,23772.5,756251214,47550.37
29-JAN-2025,23504,23717.25,23468.85,23696.25,615637561,35117.63
28-JAN-2025,23460.35,23630.85,23305.5,23440.05,811032619,47691.32
27-JAN-2025,23501.7,23538,23277.85,23319.95,621870841,37287.91
24-JAN-2025,23810.2,23930.1,23618.1,23660.2,528966338,34493.5
23-JAN-2025,23709.4,23880.3,23667.05,23823.25,546225142,38684.87
22-JAN-2025,23731.65,23755,23526.9,23738.4,709987562,40280.85
21-JAN-2025,24101.95,24110.3,23630.8,23664.75,838452905,46218.82
20-JAN-2025,24017.6,24118.55,23874.15,24048.8,624777911,38030.21
17-JAN-2025,23958.8,23981.5,23802.45,23926,545175328,38785.23
16-JAN-2025,24036.75,24049.1,23958.65,23984.55,659268607,42595.81
15-JAN-2025,23866.65,23921.9,23755.55,23839.25,610825869,36613.57
14-JAN-2025,23679.7,23850,23674.3,23770.6,791515353,50321.35
13-JAN-2025,23808.1,23931.75,23548.75,23586.8,745574398,42214.82
10-JAN-2025,24252.8,24288.75,23982.9,24064.75,603480007,37467.75
09-JAN-2025,24419.4,24431.35,24213.7,24232.3,521664160,36315.4
08-JAN-2025,24515.6,24521.45,24232.9,24426,542806165,35135.37
07-JAN-2025,24460.95,24597.55,24411.65,24478.1,585624861,33998.99
06-JAN-2025,24920.4,24929.15,24335.25,24404.6,707252373,39294.36
03-JAN-2025,25058.25,25060.9,24849.9,24879.85,668707302,46109.75
02-JAN-2025,24637.15,25054.85,24599.95,25028.8,553136081,43541.13
01-JAN-2025,24493.35,24663,24410.35,24595.7,306978366,19966.51
31-DEC-2024,24407.75,24542.95,24300.75,24495.55,457738714,28839.45
30-DEC-2024,24623.1,24732.1,24436.2,24500.75,1199405942,68621.03
27-DEC-2024,24657.7,24784.05,24618.1,24632,328618993,23700.9
26-DEC-2024,24623.25,24692.85,24509,24611.35,371071242,24966.53
24-DEC-2024,24617.3,24715.7,24534.9,24572.5,387778171,25120.63
23-DEC-2024,24597.3,24735.75,24502.8,24599.75,492987327,30026.55
20-DEC-2024,24902.6,25002,24400.25,24448.85,1027478147,69579.47
19-DEC-2024,24783.7,24934.1,24776.45,24884.95,542252919,38415.39
18-DEC-2024,25290.7,25358.8,25087.35,25137.6,483067841,33423.79
17-DEC-2024,25579,25624.25,25288.35,25321.65,547766014,39189.19
16-DEC-2024,25719.85,25748.35,25584.5,25652.85,409770691,28406.81
13-DEC-2024,25493.85,25745.75,25148.9,25724.6,628860220,43217.63
12-DEC-2024,25606.65,25668.2,25530.9,25546.4,575467524,42312.36
11-DEC-2024,25603.25,25681.55,25575.35,25635.05,528376624,34545.9
10-DEC-2024,25634.15,25659.95,25494.6,25600.2,550419572,38576.66
09-DEC-2024,25622.75,25687.65,25556.05,25594.2,624265715,39657.24
06-DEC-2024,25693.3,25735.55,25593.85,25663.9,764217438,39790.19
05-DEC-2024,25508.9,25784.4,25274.8,25657.85,717433469,54851.01
04-DEC-2024,25443.25,25521.3,25308.9,25428.4,739739551,49378.09
03-DEC-2024,25284.5,25410.1,25221.3,25393.25,673181148,48899.62
02-DEC-2024,25063.55,25221.1,24953.25,25198.15,501500113,37879.32
29-NOV-2024,24857.65,25120.3,24856.75,25053.95,746733212,53552.41
28-NOV-2024,25135.9,25230.1,24791.6,24836.25,790191683,60447.66
27-NOV-2024,25004.45,25187.5,24948.8,25115.15,670729911,47520.15
26-NOV-2024,25112.15,25113.7,24925.1,24983.1,498396427,35713.95
25-NOV-2024,25041.45,25153.55,24938.8,24993.65,1377968957,115249.49
22-NOV-2024,24185.35,24704.55,24127.65,24655.35,745992408,56926.93
21-NOV-2024,24293.85,24306.95,24014.25,24135.1,953651632,61458.53
19-NOV-2024,24386.15,24640.15,24320,24374.7,601957209,42093.03
18-NOV-2024,24467.55,24468.05,24195.35,24301,575369704,36962.66
14-NOV-2024,24348.8,24508.3,24305.8,24366.05,610279849,37969.62
13-NOV-2024,24650.65,24716.85,24293.9,24347,691416186,41491.39
12-NOV-2024,25094.35,25132.65,24667,24715.55,546440539,39250.24
11-NOV-2024,24942.8,25210.25,24845.35,25013.3,566261099,38036.92
08-NOV-2024,25118.25,25186.55,24954.1,25002.95,581707524,37712.2
07-NOV-2024,25419.6,25429.4,25097.8,25110.7,649816902,43109.99
06-NOV-2024,25167.5,25443.3,25078.3,25403.15,760352508,48071.42
05-NOV-2024,24783.6,25080.5,24671.7,25060.8,676724812,43307.83
04-NOV-2024,25192.95,25195.4,24668.75,24857.75,742890055,44420.97
01-NOV-2024,25171,25250.9,25157.6,25184.6,125394913,5484.51
31-OCT-2024,25207.8,25235.9,25020.05,25059.5,678333171,46166.37
30-OCT-2024,25227.2,25364.55,25164.5,25195.05,699863594,44853.17
29-OCT-2024,25171.95,25339.1,24952.05,25321.3,766087633,49619.62
28-OCT-2024,25086.95,25321.65,24932.75,25175.2,756123300,46238.18
25-OCT-2024,25305.3,25326.6,24897.2,25022.2,767881443,51357.01
24-OCT-2024,25315.05,25376.85,25217.95,25275.5,562093623,40671.85
23-OCT-2024,25266.4,25491.7,25240.65,25320.65,844828292,50700.86
22-OCT-2024,25760.15,25828.15,25322.6,25348.05,698065457,47136.77
21-OCT-2024,25956.85,25991.45,25673.05,25739.5,520047133,42852.9
18-OCT-2024,25671.4,25888.85,25547.55,25853.8,644966322,45423.14
17-OCT-2024,26105.55,26109.8,25752.5,25765.35,528472478,45116.46
16-OCT-2024,26106.75,26188.7,25987.8,26058.1,483366867,37350.85
15-OCT-2024,26272.65,26291.55,26091.6,26149.1,487962721,41539.64
14-OCT-2024,26117.55,26222.6,26105.6,26197.9,419838070,32042.78
11-OCT-2024,26077.4,26118.1,26002.2,26054.1,394782624,29998.5
10-OCT-2024,26168,26241.15,26059.95,26079.45,531936221,39820.49
09-OCT-2024,26129.3,26331.2,26042.6,26076.6,669047009,47662.79
08-OCT-2024,25772,26091.35,25698.5,26057.35,746051968,51178.72
07-OCT-2024,26141.65,26189.95,25644.4,25749.65,884050294,59103.27
04-OCT-2024,26238.5,26520.8,26007.55,26056,828494268,60751.63
03-OCT-2024,26511.55,26713.1,26267.85,26305.25,892087249,63812.2
01-OCT-2024,26879.95,26994.15,26828.5,26885.25,621401385,41104.11
30-SEP-2024,27147.35,27203,26870.65,26890.15,773044117,52799.76
27-SEP-2024,27283.25,27335.65,27228.25,27253.85,1316476454,96744.97
26-SEP-2024,27068.3,27284.9,27056.85,27256.25,740609058,56949.5
25-SEP-2024,26997.75,27076.8,26921.95,27051.65,601047852,41609.36
24-SEP-2024,27013.6,27087.9,26975.25,27027.5,782208305,52847.15
23-SEP-2024,26920.05,27039.55,26898.2,27024.1,564051435,40285.43
20-SEP-2024,26532.45,26879,26454.5,26821,1012302488,91457.77
19-SEP-2024,26540.15,26638.9,26332.75,26425.25,718928192,53707.13
18-SEP-2024,26461.9,26525.85,26318.1,26420.15,534348001,41238.67
17-SEP-2024,26491.95,26495.6,26408.05,26471.3,484849433,38563.93
16-SEP-2024,26486.8,26522,26409.8,26453.4,433622666,31342.71
13-SEP-2024,26511,26511,26387.1,26419.9,600154581,39615.5
12-SEP-2024,26145.9,26497.5,26041.6,26461.1,716371841,56516.49
11-SEP-2024,26118.8,26204.1,25950.05,25987.8,663423642,45430.37
10-SEP-2024,26086.5,26214.75,25979.9,26115.2,611310098,43657.65
09-SEP-2024,25898.9,26035.4,25786.3,26011.25,608951140,40314.58
06-SEP-2024,26195.4,26254.85,25877.45,25928.55,726653303,49835.87
05-SEP-2024,26339.45,26359.7,26222,26239.1,601077035,42244.6
04-SEP-2024,26143,26291,26137,26275.75,573211613,41300.55
03-SEP-2024,26394,26394.15,26309,26341.7,543134105,44565.44
02-SEP-2024,26383.45,26383.5,26261.7,26335,563860065,44070.4
30-AUG-2024,26291.15,26309.05,26242.55,26274.35,1022802231,112211.59
29-AUG-2024,26107.45,26222.35,26023.35,26188.9,667422699,62104.73
28-AUG-2024,26116.15,26193.6,26033.95,26116.8,476117603,41658.93
27-AUG-2024,26098.75,26134.85,26038.25,26083.15,478616410,40442
26-AUG-2024,25998.55,26102.75,25952.95,26076.8,460365441,35222.71
23-AUG-2024,25956.3,25972.05,25880.5,25905.95,549346422,40118.39
22-AUG-2024,25958.1,25961.8,25877.5,25910.45,486858877,38098.04
21-AUG-2024,25775.7,25871.6,25746.6,25853.2,539499073,40619.89
20-AUG-2024,25718.35,25801.95,25673.9,25782.35,649999781,42589.27
19-AUG-2024,25699.95,25701.4,25604.45,25638.2,562757602,37399.95
16-AUG-2024,25355.8,25599.45,25221.25,25578.5,576350433,44252.78
14-AUG-2024,25210,25224.2,25090.35,25160.65,612905698,43673.84
13-AUG-2024,25396.75,25414.3,25131.8,25155.15,564528168,41181.34
12-AUG-2024,25356.2,25501.3,25233.9,25386.05,618262984,48204.18
09-AUG-2024,25443.05,25477.9,25362.9,25425.4,526357412,40569.66
08-AUG-2024,25314,25383,25125.75,25161.25,653692491,47391.21
07-AUG-2024,25286.2,25373.6,25171.65,25349,803200425,51234.18
06-AUG-2024,25199.2,25427.35,24905.3,24940.75,856071120,54500.09
05-AUG-2024,25291.05,25375.65,24871.55,25043.05,1267257581,74184.92
